avg_wage_ft,avg_wage_ft_moe,geo,num_ppl,num_ppl_moe,sex,soc,year
3244.53,6.89677e-13,04000US01,492,184.109,2,359021,2016
9804.25,5069.55,04000US01,495,227.808,1,359031,2016
15718.5,4381.91,04000US01,3691,551.188,2,359031,2016
15305.4,6854.09,04000US01,1627,428.083,1,3590XX,2016
16312.2,2263.78,04000US01,2329,424.094,2,3590XX,2016
56162.8,8182.41,04000US01,1557,330.322,1,371011,2016
25216.4,3409.52,04000US01,1012,334.163,2,371011,2016
38934.5,5271.62,04000US01,1553,462.959,1,371012,2016
33675.6,2963.0,04000US01,87,71.4326,2,371012,2016
17140.8,3726.71,04000US01,1238,434.209,1,372012,2016
17477.7,1434.09,04000US01,14480,1121.43,2,372012,2016
31694.7,1753.89,04000US01,24254,1336.27,1,37201X,2016
22000.2,2745.4,04000US01,9818,955.943,2,37201X,2016
34357.7,2453.85,04000US01,1674,446.783,1,372021,2016
40347.6,422.393,04000US01,56,69.5701,2,372021,2016
23168.1,1392.69,04000US01,13114,1250.44,1,373010,2016
20354.3,6606.58,04000US01,672,238.875,2,373010,2016
52575.7,25740.7,04000US01,125,93.2658,1,391010,2016
51598.8,23015.3,04000US01,198,154.385,2,391010,2016
51252.6,12603.2,04000US01,236,147.374,1,391021,2016
32812.9,7656.23,04000US01,795,331.048,2,391021,2016
28900.2,14525.6,04000US01,65,70.0478,1,392011,2016
30436.2,24446.0,04000US01,215,184.721,2,392011,2016
28651.5,7585.43,04000US01,494,241.979,1,392021,2016
18917.1,2707.32,04000US01,2017,411.409,2,392021,2016
201138.0,150875.0,04000US01,86,76.7732,1,393010,2016
29068.8,6.41763e-12,04000US01,10,21.5959,2,393010,2016
,,04000US01,27,48.3753,1,393021,2016
51117.1,2.05573e-11,04000US01,171,93.3376,1,393031,2016
,,04000US01,104,89.6864,2,393031,2016
19298.4,3942.51,04000US01,1372,398.257,1,393090,2016
22383.8,13578.1,04000US01,765,305.798,2,393090,2016
44435.8,6072.5,04000US01,445,180.662,1,394031,2016
46728.1,26600.7,04000US01,103,72.1009,2,394031,2016
31605.3,6117.68,04000US01,65,48.6361,1,3940XX,2016
58674.2,8959.91,04000US01,86,82.3503,2,3940XX,2016
19993.2,4689.39,04000US01,672,239.767,1,395011,2016
22023.3,7610.08,04000US01,364,178.997,2,395011,2016
29173.1,15879.1,04000US01,486,224.185,1,395012,2016
25386.5,3701.71,04000US01,6908,905.996,2,395012,2016
17436.9,6799.52,04000US01,798,382.282,1,395090,2016
20869.6,1733.22,04000US01,1810,457.519,2,395090,2016
